id,name,lastUpdateTime,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,today_input,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input
875097,美属维尔京群岛,2020-06-12 17:06:26,,,,,,,,72,0,46,6,0,
95826,蒙古,2020-06-15 13:26:49,,,,,,,,197,0,98,0,0,
872,乌克兰,2021-11-20 10:23:32,20050.0,,22304.0,725.0,,,,3304058,0,2726521,80231,0,0.0
874,波兰,2021-11-20 10:23:32,23242.0,,15702.0,403.0,,,,3303046,0,2858972,80399,0,0.0
879,波黑,2021-11-20 10:23:32,721.0,,0.0,39.0,,,,268572,0,192218,12219,0,0.0
80902,蒙特塞拉特,2020-06-12 17:02:32,,,,,,,,11,0,10,1,0,
880,南非,2021-11-20 10:43:33,789.0,,118.0,7.0,,,,2928288,0,2820731,89562,0,0.0
95198,布隆迪,2020-06-15 14:48:50,,,,,,,,85,0,45,1,0,
95215522,南苏丹,2021-11-20 10:23:32,29.0,,0.0,0.0,,,,12638,0,12169,133,0,0.0
893,马耳他,2021-11-20 10:23:32,79.0,,30.0,1.0,,,,38528,0,36920,463,0,0.0
896,摩尔多瓦,2021-11-20 10:43:32,763.0,,785.0,47.0,,,,357211,0,338245,8756,0,0.0
897,保加利亚,2021-11-20 10:23:32,2737.0,,3138.0,139.0,,,,671100,0,535372,27124,0,0.0
898,孟加拉,2021-11-20 10:23:32,253.0,,298.0,7.0,,,,1573711,0,1537816,27946,0,0.0
899,阿尔巴尼亚,2020-06-15 10:20:56,,0.0,,,0.0,,,1521,0,1044,36,0,
950000,巴勒斯坦,2021-11-20 10:23:32,230.0,,195.0,3.0,,,,427824,0,420529,4505,0,0.0
95kml,科摩罗,2020-06-15 13:47:09,,,,,,,,176,0,114,2,0,
953333,阿富汗,2021-11-20 10:23:32,17.0,,55.0,0.0,,,,156812,0,136131,7361,0,0.0
95888822,沙特阿拉伯,2021-11-20 10:43:33,35.0,,42.0,1.0,,,,549412,0,538505,8822,0,0.0
9511123,新西兰,2021-11-20 10:23:32,200.0,,65.0,3.0,,,,9652,0,5290,38,0,0.0
95333,塔吉克斯坦,2021-11-20 00:03:21,0.0,,0.0,0.0,,,,17091,0,16965,124,0,0.0
83356,泽西岛,2020-06-15 13:25:33,,,,,,,,313,0,292,15,0,0.0
954467,叙利亚,2020-06-15 13:51:09,,0.0,,,0.0,,,177,0,74,6,0,
95327,巴拿马,2021-11-20 12:23:31,208.0,,321.0,0.0,,,,475577,0,465983,7350,0,0.0
95329,古巴,2021-11-20 10:43:32,316.0,,348.0,1.0,,,,960185,0,950453,8290,0,0.0
9511111,尼日利亚,2021-11-20 10:43:33,23.0,,9.0,0.0,,,,213487,0,206301,2973,0,0.0
95858585,摩洛哥,2021-11-20 10:43:33,72.0,,165.0,3.0,,,,948705,0,930767,14758,0,0.0
9500222,塞内加尔,2021-11-20 10:23:32,3.0,,1.0,0.0,,,,73965,0,72073,1883,0,0.0
95118,老挝,2020-06-15 14:24:59,,,,,,,,19,0,19,0,0,
95350,巴哈马,2021-11-20 10:43:33,15.0,,0.0,0.0,,,,22655,0,21556,671,0,0.0
84226,马约特岛,2021-11-20 10:23:32,23.0,,0.0,0.0,,,,20860,0,2964,185,0,0.0
954444,斯洛文尼亚,2021-11-20 10:43:33,3517.0,,3758.0,21.0,,,,395203,0,344995,5022,0,0.0
95103,卢森堡,2021-11-20 10:23:32,300.0,,436.0,0.0,,,,85960,0,81828,862,0,0.0
95106,爱尔兰,2021-11-20 10:43:32,3133.0,,2155.0,0.0,,,,518824,0,417185,5609,0,0.0
95102,厄瓜多尔,2021-11-20 00:03:21,0.0,,0.0,0.0,,,,521792,0,443880,33088,0,0.0
957777,捷克,2021-11-20 15:33:35,13416.0,,457.0,110.0,,,,1957913,0,1751205,31953,0,0.0
9522222,匈牙利,2021-11-20 10:23:32,11289.0,,4168.0,135.0,,,,998488,0,837584,32780,0,0.0
8101,法属圭亚那,2021-11-20 10:23:32,33.0,,0.0,0.0,,,,45616,0,11254,322,0,0.0
8102,多哥共和国,2020-06-15 11:45:39,,,,,,,,530,0,291,13,0,0.0
8100,哥斯达黎加,2021-11-20 10:23:32,201.0,,623.0,3.0,,,,565548,0,535912,7251,0,0.0
8105,文莱,2021-11-20 10:23:32,45.0,,68.0,0.0,,,,14444,0,13925,96,0,0.0
8103,法罗群岛,2020-06-15 13:46:38,,,,,,,,187,0,187,0,0,0.0
8104,马提尼克岛,2021-11-20 00:03:21,0.0,,0.0,0.0,,,,44318,0,104,700,0,0.0
95120,荷兰,2021-11-20 10:23:32,21026.0,,4540.0,37.0,,,,2399849,0,2040671,18900,0,0.0
951234567,巴西,2021-11-20 10:23:32,13355.0,,7826.0,234.0,,,,22003317,0,21214823,612411,0,0.0
8115,洪都拉斯,2021-11-20 10:43:33,67.0,,260.0,13.0,,,,377360,0,119108,10386,0,0.0
95394,乌拉圭,2021-11-20 10:23:32,231.0,,191.0,0.0,,,,397549,0,389435,6110,0,0.0
95390,秘鲁,2021-11-20 12:33:37,1537.0,,0.0,34.0,,,,2221154,0,0,200801,0,0.0
956666,智利,2021-11-20 10:43:33,2698.0,,1195.0,30.0,,,,1737885,0,1636177,38079,0,0.0
95389,格陵兰,2021-11-20 10:23:32,13.0,,46.0,0.0,,,,1129,0,962,0,0,0.0
95382,圣巴托洛谬岛,2020-06-12 17:03:05,,,,,,,,6,0,6,0,0,
950101010,马尔代夫,2021-11-20 10:43:32,124.0,,80.0,0.0,,,,90464,0,88119,248,0,0.0
95384,委内瑞拉,2021-11-20 12:33:37,718.0,,785.0,9.0,,,,423633,0,409990,5066,0,0.0
8134,毛里塔尼亚,2021-11-20 10:23:32,75.0,,51.0,2.0,,,,38515,0,36857,814,0,0.0
8135,纳米比亚,2020-06-15 00:00:31,,,,,,,,31,0,17,0,0,
8132,法属留尼汪岛,2020-06-15 13:04:24,,,,,,,,487,0,447,1,0,0.0
8133,波多黎各,2020-06-13 11:26:34,0.0,0.0,0.0,0.0,0.0,,0.0,5536,0,0,146,0,0.0
95732,加纳,2021-11-20 00:03:21,0.0,,0.0,0.0,,,,130727,0,128684,1207,0,0.0
8136,赤道几内亚,2021-11-20 10:23:32,6.0,,7.0,1.0,,,,13525,0,13263,170,0,0.0
8130,几内亚,2021-11-20 00:03:21,0.0,,0.0,0.0,,,,30715,0,29650,387,0,0.0
8131,卢旺达,2021-11-20 10:23:32,6.0,,0.0,0.0,,,,100196,0,45521,1339,0,0.0
80001,格林纳达,2020-06-15 00:00:31,,,,,,,,23,0,22,0,0,
8129,斯威士兰,2021-11-20 10:23:32,0.0,,1.0,0.0,,,,46485,0,45211,1248,0,0.0
8145,坦桑尼亚,2021-11-20 00:03:21,0.0,,0.0,0.0,,,,26227,0,0,727,0,0.0
8146,贝宁,2021-11-20 10:23:32,0.0,,0.0,0.0,,,,24846,0,24546,161,0,0.0
8143,刚果（金）,2021-11-20 10:43:33,77.0,,0.0,5.0,,,,57880,0,50930,1104,0,0.0
8144,中非共和国,2021-11-20 00:03:21,0.0,,0.0,0.0,,,,11666,0,6859,101,0,0.0
8147,利比里亚,2021-11-20 00:03:21,0.0,,0.0,0.0,,,,5818,0,5523,287,0,0.0
8148,索马里,2021-11-20 10:23:32,132.0,,525.0,11.0,,,,22969,0,11714,1324,0,0.0
95123456,塞拉利昂,2021-11-20 00:03:21,0.0,,0.0,0.0,,,,6396,0,4393,121,0,0.0
95XXXX,乍得,2021-11-20 00:03:21,0.0,,0.0,0.0,,,,5105,0,4874,175,0,0.0
8152,赞比亚,2021-11-20 10:23:32,7.0,,23.0,1.0,,,,210043,0,206286,3667,0,0.0
8151,巴巴多斯,2020-06-15 13:01:51,,,,,,,,96,0,83,7,0,
95mali,马里,2021-11-20 10:43:33,56.0,,11.0,1.0,,,,16852,0,14963,590,0,0.0
958888,阿根廷,2021-11-20 10:43:32,1518.0,,1437.0,19.0,,,,5313607,0,5178639,116360,0,0.0
81113,法属波利尼西亚,2020-06-15 00:00:31,,,,,,,,60,0,60,0,0,
9584332,巴林,2021-11-20 10:23:32,18.0,,14.0,0.0,,,,277322,0,275712,1393,0,0.0
8168,莫桑比克,2021-11-20 10:23:32,5.0,,12.0,0.0,,,,151477,0,149419,1936,0,0.0
95747,喀麦隆,2021-11-20 00:03:21,0.0,,0.0,0.0,,,,106190,0,102716,1770,0,0.0
8165,乌干达,2021-11-20 10:23:32,55.0,,78.0,0.0,,,,127128,0,97187,3247,0,0.0
8166,厄立特里亚,2020-06-12 16:57:11,,,,,,,,41,0,39,0,0,
95983,刚果（布）,2021-11-20 10:43:33,178.0,,0.0,8.0,,,,18717,0,12421,339,0,0.0
8162,津巴布韦,2021-11-20 10:23:32,0.0,,0.0,0.0,,,,133593,0,128379,4699,0,0.0
956475,丹麦,2021-11-20 10:23:32,4070.0,,2338.0,5.0,,,,442881,0,396367,2797,0,0.0
81344,阿鲁巴,2021-11-20 10:23:32,22.0,,18.0,0.0,,,,16171,0,15842,173,0,0.0
95776,斐济,2021-11-20 10:43:33,10.0,,34.0,1.0,,,,52453,0,50825,695,0,0.0
8172,伯利兹,2021-11-20 10:43:33,0.0,,0.0,0.0,,,,29501,0,27278,558,0,0.0
8173,缅甸,2021-11-20 10:43:33,624.0,,887.0,11.0,,,,516770,0,489140,19000,0,0.0
9568067,塞浦路斯,2021-11-20 10:23:32,0.0,,0.0,0.0,,,,129158,0,122041,589,0,0.0
81134,关岛,2020-06-14 00:00:31,,,,,,,,183,0,143,5,0,0.0
888779,科索沃,2020-06-15 10:21:59,,,,,,,,1326,0,921,31,0,0.0
95860612,圣皮埃尔岛和密克隆岛,2020-06-12 17:03:41,,,,,,,,1,0,1,0,0,0.0
95251456,吉尔吉斯斯坦,2021-11-20 10:43:33,60.0,,89.0,3.0,,,,182727,0,177289,2718,0,0.0
8197,博茨瓦纳,2020-06-15 00:00:31,,0.0,,,0.0,,,60,0,24,1,0,
95309,尼日尔,2021-11-20 10:43:33,20.0,,22.0,1.0,,,,6793,0,6334,238,0,0.0
95305,苏里南,2021-11-20 10:23:32,54.0,,4.0,3.0,,,,50356,0,29541,1143,0,0.0
95306,佛得角,2021-11-20 10:43:32,8.0,,3.0,0.0,,,,38321,0,37899,350,0,0.0
95786,萨尔瓦多,2021-11-20 10:43:33,0.0,,0.0,5.0,,,,118041,0,101092,3746,0,0.0
95303,圭亚那,2020-06-15 13:51:31,,0.0,,,0.0,,,159,0,99,12,0,
95787,尼加拉瓜,2021-11-20 00:03:21,0.0,,0.0,0.0,,,,17023,0,4225,208,0,0.0
95783,冈比亚,2020-06-15 00:00:31,,0.0,,,0.0,,,28,0,24,1,0,
9523416782,东帝汶,2020-06-12 16:58:23,,,,,,,,24,0,24,0,0,
950777,巴基斯坦,2021-11-20 10:23:32,418.0,,411.0,10.0,,,,1281240,0,1230094,28648,0,0.0
9577890,埃及,2021-11-20 10:23:32,892.0,,719.0,31.0,,,,348611,0,290671,19811,0,0.0
9577665,科威特,2021-11-20 10:23:32,16.0,,23.0,0.0,,,,413106,0,410383,2464,0,0.0
95903,斯洛伐克,2021-11-20 10:23:32,7418.0,,6767.0,56.0,,,,593242,0,493070,13781,0,0.0
95904,直布罗陀,2021-11-20 10:23:32,63.0,,3.0,0.0,,,,6843,0,6039,98,0,0.0
959333,摩纳哥,2020-06-16 00:00:31,,,,,,,,99,0,93,4,0,
9509765,巴拉圭,2021-11-20 10:23:32,52.0,,52.0,5.0,,,,462198,0,445252,16354,0,0.0
856671,荷属安的列斯,2020-06-12 16:58:47,,,,,,,,22,0,15,1,0,
95711,多米尼克,2020-06-15 00:00:31,,,,,,,,18,0,16,0,0,
95703,乌兹别克斯坦,2021-11-20 10:43:32,266.0,,316.0,3.0,,,,190850,0,187319,1370,0,0.0
95293,黑山,2021-11-20 10:23:32,385.0,,749.0,6.0,,,,154128,0,147891,2237,0,0.0
95294,危地马拉,2021-11-20 10:43:33,813.0,,1677.0,47.0,,,,613014,0,595089,15822,0,0.0
95290,加蓬,2021-11-20 00:03:21,0.0,,0.0,0.0,,,,36943,0,30661,270,0,0.0
95291,苏丹,2021-11-20 00:03:21,0.0,,0.0,0.0,,,,40238,0,32905,3099,0,0.0
87435,利比亚,2021-11-20 10:23:32,429.0,,1941.0,19.0,,,,367218,0,326451,5365,0,0.0
95287,圣马丁岛,2020-06-15 14:48:56,,,,,,,,77,0,61,15,0,
95046,土耳其,2021-11-20 10:23:32,23810.0,,28749.0,218.0,,,,8527030,0,8028494,74646,0,0.0
95047,巴布亚新几内亚,2020-06-12 17:02:54,,,,,,,,8,0,8,0,0,
95000011,多米尼加,2021-11-20 10:43:32,1073.0,,892.0,1.0,,,,400846,0,391436,4183,0,0.0
95076,约旦,2021-11-20 10:43:32,3677.0,,2059.0,21.0,,,,909415,0,861254,11331,0,0.0
9532556,亚美尼亚,2021-11-20 10:23:32,799.0,,1903.0,29.0,,,,332713,0,301856,7212,0,0.0
811192,圣基茨和尼维斯,2020-06-12 17:01:29,,,,,,,,15,0,15,0,0,
89665,瓜德罗普,2020-06-15 13:49:44,,0.0,,,0.0,,,171,0,157,14,0,
94367,安提瓜和巴布达,2021-11-20 10:23:32,2.0,,4.0,0.0,,,,4131,0,3965,108,0,0.0
95215,玻利维亚,2021-11-20 10:23:32,1074.0,,510.0,6.0,,,,527380,0,485421,19049,0,0.0
95693,哥伦比亚,2021-11-20 10:23:32,2157.0,,2239.0,50.0,,,,5042822,0,4884383,128013,0,0.0
879903,圣文森特和格林纳丁斯,2020-06-12 16:57:52,,,,,,,,27,0,25,0,0,
84326,圣卢西亚,2020-06-12 16:59:25,,,,,,,,19,0,18,0,0,
10,法国,2021-11-20 10:23:32,21220.0,,7308.0,50.0,,,,7372544,0,7042175,118423,0,0.0
11,阿联酋,2021-11-20 10:23:32,77.0,,93.0,0.0,,,,741291,0,735992,2144,0,0.0
12,加拿大,2021-11-20 10:23:32,2874.0,,2558.0,19.0,,,,1762434,0,1709112,29481,0,0.0
13,印度,2021-11-20 13:23:34,10302.0,,12789.0,267.0,,,,34499925,0,33897921,465349,0,0.0
14,英国,2021-11-20 10:43:32,44242.0,,33404.0,157.0,,,,9766153,0,8011285,143716,0,0.0
15,意大利,2021-11-20 10:23:32,10544.0,,5889.0,48.0,,,,4904441,0,4634229,133082,0,0.0
16,俄罗斯,2021-11-20 10:23:32,37156.0,,37004.0,1254.0,,,,9257068,0,7956254,261589,0,0.0
17,菲律宾,2021-11-20 10:23:32,1485.0,,1393.0,277.0,,,,2823210,0,2753312,46698,0,0.0
18,芬兰,2021-11-20 10:43:32,1191.0,,0.0,3.0,,,,174823,0,46000,1249,0,0.0
19,尼泊尔,2021-11-20 10:23:32,271.0,,369.0,5.0,,,,818578,0,799545,11494,0,0.0
95682,葡萄牙,2021-11-20 10:23:32,2371.0,,1230.0,5.0,,,,1117451,0,1056880,18300,0,0.0
95200,也门,2021-11-20 10:23:32,4.0,,16.0,1.0,,,,9954,0,6738,1935,0,0.0
954356,塞舌尔,2020-06-15 00:00:31,,,,,,,,11,0,11,0,0,
20,西班牙,2021-11-20 10:43:33,6636.0,,1469.0,6.0,,,,5080663,0,4901074,87810,0,0.0
21,斯里兰卡,2021-11-20 10:23:32,745.0,,351.0,14.0,,,,555204,0,525911,14086,0,0.0
9509,阿尔及利亚,2021-11-20 10:43:33,163.0,,103.0,6.0,,,,208695,0,143125,6015,0,0.0
22,柬埔寨,2021-11-20 10:43:32,45.0,,48.0,4.0,,,,119786,0,116170,2891,0,0.0
95239,海地,2021-11-20 10:23:32,58.0,,7.0,0.0,,,,24768,0,20741,711,0,0.0
23,瑞典,2021-11-20 10:23:32,0.0,,782.0,0.0,,,,1188735,0,1150118,15078,0,0.0
95237,特里尼达和多巴哥,2020-06-15 14:48:06,,0.0,,,0.0,,,123,0,109,8,0,
95jibuti,吉布提,2021-11-20 10:43:33,1.0,,1.0,0.0,,,,13501,0,13286,186,0,0.0
9512314,圣多美与普林西比,2020-06-15 11:44:39,0.0,0.0,0.0,0.0,0.0,,0.0,659,0,176,12,0,0.0
953487,布基纳法索,2021-11-20 00:03:21,0.0,,0.0,0.0,,,,15514,0,15009,265,0,0.0
954332,比利时,2021-11-20 10:23:32,16699.0,,3481.0,42.0,,,,1559998,0,1262549,26526,0,0.0
9534324,伊拉克,2021-11-20 10:43:33,789.0,,1216.0,21.0,,,,2073267,0,2031304,23628,0,0.0
95000111,马拉维,2021-11-20 10:43:33,3.0,,0.0,0.0,,,,61861,0,58746,2303,0,0.0
95010,冰岛,2021-11-20 10:23:32,192.0,,121.0,0.0,,,,16435,0,14553,34,0,0.0
95jnybs,几内亚比绍,2021-11-20 10:43:33,0.0,,18.0,0.0,,,,6434,0,6181,146,0,0.0
953333666,拉脱维亚,2021-11-20 10:23:32,445.0,,2300.0,19.0,,,,245006,0,223459,3920,0,0.0
9512111,不丹,2020-06-15 14:49:07,,0.0,,,0.0,,,66,0,21,0,0,
957873,挪威,2021-11-20 10:23:32,2364.0,,0.0,3.0,,,,240103,0,88952,999,0,0.0
9524546,印度尼西亚,2021-11-20 10:43:33,360.0,,516.0,5.0,,,,4252705,0,4100837,143714,0,0.0
956789,安哥拉,2021-11-20 10:23:32,12.0,,13.0,0.0,,,,64997,0,63026,1729,0,0.0
87656,开曼群岛,2020-06-15 13:46:13,,,,,,,,187,0,115,1,0,
95844,埃塞俄比亚,2021-11-20 10:43:33,200.0,,114.0,7.0,,,,369867,0,346547,6662,0,0.0
95879,梵蒂冈,2020-06-15 00:00:31,,,,,,,,12,0,12,0,0,
95632,科特迪瓦,2021-11-20 10:23:32,15.0,,17.0,0.0,,,,61568,0,60516,702,0,0.0
95634,卡塔尔,2021-11-20 10:23:32,147.0,,109.0,0.0,,,,241819,0,239344,611,0,0.0
95411,莱索托,2020-06-12 17:03:24,,,,,,,,4,0,2,0,0,
950611,格鲁吉亚,2021-11-20 10:43:33,4278.0,,4154.0,63.0,,,,804571,0,741470,11352,0,0.0
96745,墨西哥,2021-11-20 10:43:33,3915.0,,2421.0,356.0,,,,3854994,0,3217051,291929,0,0.0
95891,圣马力诺,2021-11-20 00:03:21,0.0,,0.0,0.0,,,,5654,0,5460,92,0,0.0
95400,哈萨克斯坦,2021-11-20 10:23:32,1125.0,,1554.0,20.0,,,,961734,0,922753,12517,0,0.0
95643,安道尔,2021-11-20 10:23:32,51.0,,17.0,0.0,,,,16086,0,15571,130,0,0.0
95886,牙买加,2021-11-20 10:23:32,91.0,,171.0,11.0,,,,90558,0,61484,2354,0,0.0
82333,格恩西岛,2020-06-15 13:26:03,,,,,,,,252,0,238,13,0,
95677,罗马尼亚,2021-11-20 10:43:33,2889.0,,9836.0,254.0,,,,1758068,0,1623419,54624,0,0.0
95436,阿曼,2021-11-20 10:43:32,0.0,,0.0,0.0,,,,304466,0,299884,4113,0,0.0
95672,列支敦士登,2020-06-15 14:25:46,,,,,,,,82,0,55,1,0,
9547021,马达加斯加,2021-11-20 00:03:21,0.0,,0.0,0.0,,,,43672,0,41322,964,0,0.0
